cnpj,ticker,ano,setor,receita_liq,ebit,ebitda,lucro_liq,pl,divida_liq,ativo_total,roe,roic,margem_liq,margem_ebitda,div_ebitda,cresc_receita,pl_multiplo,pvpa,ev_ebitda,dy,mkt_cap,label,selic_ano,var_selic_ano,ipca_ano,var_cambio_ano,pib_var_ano,risco_divida_selic,impulso_pib
03.853.896/0001-40,MRFG3.SA,2010,Industrial,15878469000.0,875742000.0,869740000.0,140092000.0,4008741000.0,5802660000.0,22599586000.0,0.0349466328705196,0.2245714369295351,0.0088227649655643,0.0547748022810007,6.671717984685079,,,,,,,0.0,9.8025,-0.2600000000000015,0.63,-0.043568107456518,7.53,-1.734646676018131,7.53
03.853.896/0001-40,MRFG3.SA,2011,Industrial,21884909000.0,1032276000.0,1031605000.0,-746683000.0,3419214000.0,8203102000.0,23823441000.0,-0.2183785513278782,0.1256890356013032,-0.0341186248478346,0.0471377331292535,7.951785809491036,0.3782757644959347,,,,,,0.0,11.665,1.862499999999999,0.5,0.1257952226623455,3.97,14.810201070177046,3.97
03.853.896/0001-40,MRFG3.SA,2012,Industrial,23726394000.0,1161626000.0,1152297000.0,-233231000.0,4305092000.0,9350053000.0,25589454000.0,-0.0541756134363679,0.1248590458045544,-0.0098300230536507,0.0485660399974812,8.114273490254682,0.0841440556138479,,,,,,0.0,8.530833333333334,-3.134166666666665,0.79,0.0894018552084443,1.92,-25.43148549737321,1.92
03.853.896/0001-40,MRFG3.SA,2013,Industrial,18752376000.0,866754000.0,879611000.0,-897088000.0,3119022000.0,7280987000.0,17827564000.0,-0.2876183624225799,0.1092073233882678,-0.0478386312219848,0.0469066426569091,8.277507898377806,-0.2096407064638646,,,,,,1.0,8.178333333333335,-0.3524999999999991,0.92,0.1463665280156594,3.0,-2.9178215341781697,3.0
03.853.896/0001-40,MRFG3.SA,2014,Industrial,21073322000.0,1084453000.0,1084453000.0,-720293000.0,2071725000.0,8542102000.0,20185908000.0,-0.3476779012658533,0.133739753798879,-0.0341803252472486,0.0514609419435625,7.876876176284265,0.1237681027726833,,,,,,1.0,10.855833333333337,2.6775,0.78,0.1338683514044225,0.5,21.09033596200112,0.5
03.853.896/0001-40,MRFG3.SA,2015,Industrial,18891833000.0,1278111000.0,1325407000.0,-538550000.0,843632000.0,7179583000.0,20915949000.0,-0.6383707588142697,0.2194194639167772,-0.0285070273488019,0.0701576707776318,5.41688930268212,-0.1035189895546606,,,,,,0.0,13.366666666666667,2.5108333333333324,0.96,0.4700700248475264,-3.55,13.600906224151016,-3.55
03.853.896/0001-40,MRFG3.SA,2016,Industrial,19333453000.0,1013170000.0,1059579000.0,-632767000.0,1100802000.0,5910256000.0,20258803000.0,-0.5748236285907911,0.1928223638208907,-0.032729125004209,0.0548054711178598,5.577928592393771,0.0233762388223524,,,,,,0.0,14.079166666666667,0.7125000000000004,0.3,-0.1653605818479818,-3.28,3.974274122080564,-3.28
03.853.896/0001-40,MRFG3.SA,2017,Industrial,18577873000.0,1112353000.0,1150601000.0,-445237000.0,2634710000.0,8056627000.0,21301799000.0,-0.1689889968914985,0.1544526328509227,-0.0239659836193303,0.0619339469055472,7.002103248650053,-0.0390814822370323,,,,,,0.0,10.079166666666667,-4.0,0.44,0.0150041422478597,1.32,-28.008412994600214,1.32
03.853.896/0001-40,MRFG3.SA,2018,Industrial,29715176000.0,422081000.0,1145632000.0,2153970000.0,4011557000.0,8046955000.0,26504272000.0,0.536941142803156,0.0423772523657559,0.0724872031718742,0.0385537679467219,7.0240312770593,0.5994929021207109,,,,,,1.0,6.483333333333334,-3.595833333333333,0.15,0.1713422007255138,1.78,-25.25724580042573,1.78
03.853.896/0001-40,MRFG3.SA,2019,Industrial,48761057000.0,3412353000.0,4776504000.0,1582239000.0,1776341000.0,13830000000.0,31572021000.0,0.8907293137972946,0.1815349978701949,0.0324488248890913,0.0979573514987585,2.89542309605519,0.640947945251948,,,,,,1.0,5.940000000000001,-0.543333333333333,1.15,0.0402343346753382,1.22,-1.5731798821899856,1.22
03.853.896/0001-40,MRFG3.SA,2020,Industrial,67481532000.0,7853862000.0,9082959000.0,4530852000.0,3514063000.0,15742128000.0,39507441000.0,1.2893485404217284,0.3603461134814674,0.067142103412827,0.1345991818917211,1.7331497367763082,0.3839226659914283,,,,,,1.0,2.789166666666666,-3.150833333333335,1.35,0.2892797777061056,-3.28,-5.460865962292687,-3.28
03.853.896/0001-40,MRFG3.SA,2021,Industrial,85388468000.0,12611143000.0,14915525000.0,6646379000.0,5571723000.0,22568000000.0,48003258000.0,1.1928767815629024,0.3345886588871553,0.0778369627149183,0.1746784472113962,1.513054351087206,0.2653605433854109,,,,,,0.0,4.4191666666666665,1.6300000000000003,0.73,0.0738545615486752,4.76,2.4662785922721464,4.76
